Date,Open,High,Low,Close,Volume,Adj Close
8/26/2010,19.889999,20.27,19.6,19.75,433800,19.75
8/27/2010,19.75,19.870001,19.5,19.700001,379600,19.700001
8/30/2010,19.700001,20.190001,19.610001,19.870001,732800,19.870001
8/31/2010,19.66,19.790001,19.33,19.48,201100,19.48
9/1/2010,19.620001,20.690001,19.6,20.450001,494900,20.450001
9/2/2010,20.370001,21.24,20.309999,21.059999,487100,21.059999
9/3/2010,20.870001,21.299999,20.66,21.049999,434600,21.049999
9/7/2010,20.610001,21,20.5,20.540001,243400,20.540001
9/8/2010,20.66,20.950001,20.6,20.9,288400,20.9
9/9/2010,21,21.049999,20.690001,20.709999,376200,20.709999
9/10/2010,20.75,20.93,19.76,20.17,386600,20.17
9/13/2010,20.889999,20.9,20.5,20.719999,360800,20.719999
9/14/2010,20.540001,21.6,20.530001,21.120001,654700,21.120001
9/15/2010,20.98,22,20.790001,21.98,684600,21.98
9/16/2010,22.15,23.16,20.84,20.940001,2684500,20.940001
9/17/2010,21.02,21.32,19.799999,20.23,1198500,20.23
9/20/2010,20.67,21.35,20.16,21.059999,947500,21.059999
9/21/2010,20.889999,21.549999,20.67,20.77,796000,20.77
9/22/2010,20.870001,20.950001,19.799999,19.870001,962900,19.870001
9/23/2010,19.889999,20.139999,19.5,19.559999,668100,19.559999
9/24/2010,19.950001,20.190001,19.65,20.1,578900,20.1
9/27/2010,20.4,20.809999,20.049999,20.530001,418600,20.530001
9/28/2010,21.040001,21.49,20.76,21.4,1214500,21.4
9/29/2010,21.190001,22.030001,21.129999,21.98,1969300,21.98
9/30/2010,22,22.15,20.190001,20.41,2195800,20.41
10/1/2010,20.690001,20.75,20.309999,20.6,597700,20.6
10/4/2010,20.43,21.17,20.299999,20.99,643600,20.99
10/5/2010,21.15,21.280001,21.01,21.120001,332000,21.120001
10/6/2010,21.059999,21.26,20.32,20.459999,313400,20.459999
10/7/2010,20.57,20.639999,20.34,20.43,141000,20.43
10/8/2010,20.43,20.790001,20.389999,20.43,267800,20.43
10/11/2010,20.440001,20.700001,20.07,20.24,171200,20.24
10/12/2010,20.200001,20.280001,20.030001,20.24,244000,20.24
10/13/2010,20.639999,20.85,20.360001,20.540001,318200,20.540001
10/14/2010,21,21.030001,20.4,20.75,294800,20.75
10/15/2010,20.889999,20.9,20.25,20.540001,284700,20.540001
10/18/2010,20.52,20.639999,20.219999,20.23,162800,20.23
10/19/2010,20.200001,20.41,20,20.049999,245200,20.049999
10/20/2010,20.16,20.690001,20.040001,20.65,312500,20.65
10/21/2010,20.610001,20.950001,20.450001,20.75,417100,20.75
10/22/2010,20.68,20.93,20.549999,20.719999,161100,20.719999
10/25/2010,20.940001,20.98,20.73,20.85,118500,20.85
10/26/2010,20.799999,21.870001,20.51,21.360001,660900,21.360001
10/27/2010,21.25,21.379999,20.65,21,356500,21
10/28/2010,21.389999,21.5,20.959999,21.190001,224200,21.190001
10/29/2010,21.139999,21.85,21.049999,21.84,280600,21.84
11/1/2010,21.940001,22.75,21.309999,21.41,455800,21.41
11/2/2010,21.68,21.879999,21.049999,21.25,322500,21.25
11/3/2010,21.280001,22.5,21.16,21.77,372600,21.77
11/4/2010,22.6,25.33,22.15,24.9,1874000,24.9
11/5/2010,24.870001,24.969999,23.719999,24.440001,1011000,24.440001
11/8/2010,24.5,25,24.030001,24.98,509500,24.98
11/9/2010,25,25.690001,24.049999,24.629999,956400,24.629999
11/10/2010,24.48,29.969999,24.049999,29.360001,3060500,29.360001
11/11/2010,28.6,29.1,27.33,28.040001,1945300,28.040001
11/12/2010,28.25,30.5,28.07,29.84,2729100,29.84
11/15/2010,30.219999,32.939999,30.219999,30.799999,2622900,30.799999
11/16/2010,31,31.4,28.42,29.67,1347600,29.67
11/17/2010,30.200001,30.75,28.610001,29.49,750000,29.49
11/18/2010,30.67,30.74,28.92,29.889999,956100,29.889999
11/19/2010,30.16,31.370001,29.700001,30.99,1150500,30.99
11/22/2010,31.57,33.450001,31.5,33.400002,1529700,33.400002
11/23/2010,33.290001,35.68,32.189999,34.57,1577800,34.57
11/24/2010,35.27,35.970001,34.330002,35.470001,1425000,35.470001
11/26/2010,35.599998,36,34.75,35.32,350600,35.32
11/29/2010,35.41,35.950001,33.330002,34.330002,1145600,34.330002
11/30/2010,33.740002,35.330002,33.41,35.330002,2222600,35.330002
12/1/2010,35.869999,36.419998,33.450001,34.349998,1299200,34.349998
12/2/2010,34.009998,34.299999,31.200001,32.349998,2007000,32.349998
12/3/2010,32.009998,32.25,30.870001,31.49,1160100,31.49
12/6/2010,31.35,31.450001,29.559999,30.309999,1274400,30.309999
12/7/2010,30.49,32.400002,30.049999,31.559999,1311300,31.559999
12/8/2010,32.48,32.490002,31.52,32.369999,660000,32.369999
12/9/2010,32.509998,32.720001,31.65,32.049999,406000,32.049999
12/10/2010,32.049999,32.919998,31.129999,31.52,429400,31.52
12/13/2010,31.639999,31.77,30.4,30.549999,410400,30.549999
12/14/2010,30.290001,30.389999,27.76,28.530001,1765700,28.530001
12/15/2010,28.67,29.969999,28.530001,29.6,742900,29.6
12/16/2010,30,30.91,29.65,30.809999,790100,30.809999
12/17/2010,31.34,31.540001,30.709999,31.360001,813000,31.360001
12/20/2010,31.639999,32.189999,31.26,31.700001,523400,31.700001
12/21/2010,31.799999,32.689999,31.709999,32.259998,777700,32.259998
12/22/2010,32.25,32.860001,31.700001,32.630001,833300,32.630001
12/23/2010,31.26,32.48,29.92,30.09,1552600,30.09
12/27/2010,28.02,28.58,25.059999,25.549999,9301900,25.549999
12/28/2010,25.85,26.75,25,26.41,4056300,26.41
12/29/2010,27.030001,28.01,26.5,27.73,3319200,27.73
12/30/2010,27.700001,27.9,26.379999,26.5,2041100,26.5
12/31/2010,26.57,27.25,26.5,26.629999,1417900,26.629999
1/3/2011,26.84,27,25.9,26.620001,1283000,26.620001
1/4/2011,26.66,26.950001,26.02,26.67,1187400,26.67
1/5/2011,26.48,26.9,26.190001,26.83,1446700,26.83
1/6/2011,26.83,28,26.809999,27.879999,2061200,27.879999
1/7/2011,28,28.58,27.9,28.24,2247900,28.24
1/10/2011,28.17,28.68,28.049999,28.450001,1342700,28.450001
1/11/2011,28.59,28.709999,26.92,26.959999,1710200,26.959999
1/12/2011,27.01,27.4,26.52,26.959999,964400,26.959999
1/13/2011,26.959999,26.969999,26.16,26.219999,723600,26.219999
1/14/2011,26.15,26.58,25.610001,25.75,1192000,25.75
1/18/2011,25.48,25.639999,24.75,25.639999,1621700,25.639999
1/19/2011,25.27,25.469999,23.75,24.030001,2371500,24.030001
1/20/2011,24.030001,24.450001,22.370001,22.620001,2279900,22.620001
1/21/2011,23.120001,23.59,22.709999,23.040001,1217000,23.040001
1/24/2011,23.530001,24.809999,23.23,24.49,1645100,24.49
1/25/2011,24.65,24.889999,24.02,24.68,1271500,24.68
1/26/2011,24.709999,24.879999,24.1,24.75,1079900,24.75
1/27/2011,24.74,25.08,24.530001,24.92,895700,24.92
1/28/2011,24.879999,24.879999,23.75,24.01,1048400,24.01
1/31/2011,24.049999,24.120001,23.5,24.1,830300,24.1
2/1/2011,24.309999,24.73,23.540001,23.91,707800,23.91
2/2/2011,24.16,24.18,23.67,23.940001,569500,23.940001
2/3/2011,23.82,23.9,23.15,23.629999,512000,23.629999
2/4/2011,23.440001,23.67,23.219999,23.459999,544000,23.459999
2/7/2011,23.26,23.26,22.879999,23.07,895100,23.07
2/8/2011,23.780001,25.25,23,24.49,3504900,24.49
2/9/2011,24.129999,24.18,22.790001,23.209999,2635600,23.209999
2/10/2011,23.26,23.639999,22.809999,23.219999,836100,23.219999
2/11/2011,23.25,23.75,22.940001,23.25,634500,23.25
2/14/2011,23.639999,24.139999,23.049999,23.08,1283100,23.08
2/15/2011,23.01,23.17,22.559999,22.84,953700,22.84
2/16/2011,23.1,24.969999,23.07,24.73,4115100,24.73
2/17/2011,24.629999,25.49,23.549999,23.6,2618400,23.6
2/18/2011,23.33,23.49,22.959999,23.18,2370700,23.18
2/22/2011,22.879999,23,21.780001,21.870001,2064600,21.870001
2/23/2011,22.18,22.5,21.110001,21.83,1605600,21.83
2/24/2011,21.780001,22.58,21.5,22.530001,1055300,22.530001
2/25/2011,22.809999,23.85,22.690001,23.610001,1346300,23.610001
2/28/2011,23.74,24.1,23.5,23.889999,1051200,23.889999
3/1/2011,24.049999,24.32,23.700001,23.940001,1106400,23.940001
3/2/2011,23.82,24.280001,23.73,24.02,663300,24.02
3/3/2011,24.48,24.790001,24.059999,24.360001,640200,24.360001
3/4/2011,24.48,24.99,23.780001,24.950001,1580100,24.950001
3/7/2011,24.93,25.4,24.700001,24.940001,2033600,24.940001
3/8/2011,24.6,24.959999,24,24.66,1399900,24.66
3/9/2011,24.66,24.99,24.27,24.719999,924800,24.719999
3/10/2011,24.440001,24.49,23.73,24.01,1017000,24.01
3/11/2011,23.85,24.25,23.530001,24.07,930800,24.07
3/14/2011,23.82,24,23.200001,23.25,1166000,23.25
3/15/2011,22.200001,22.959999,21.799999,22.950001,1318800,22.950001
3/16/2011,22.860001,23.25,22.690001,22.82,1169700,22.82
3/17/2011,23.24,23.43,22.639999,22.809999,922600,22.809999
3/18/2011,23.190001,23.190001,22.51,22.959999,687900,22.959999
3/21/2011,23.049999,23.049999,22.540001,22.73,411700,22.73
3/22/2011,22.73,22.860001,22,22.190001,582900,22.190001
3/23/2011,22.110001,22.27,21.77,22.209999,422800,22.209999
3/24/2011,22.139999,22.379999,21.98,22.33,462200,22.33
3/25/2011,22.43,23,22.4,22.75,568000,22.75
3/28/2011,22.700001,23.540001,22.549999,23.25,1058100,23.25
3/29/2011,23.299999,24,23.209999,23.92,755400,23.92
3/30/2011,24.110001,24.49,23.01,23.709999,1223300,23.709999
3/31/2011,26.549999,28.709999,26.5,27.75,11517800,27.75
4/1/2011,27.450001,28.18,26.57,26.66,2864800,26.66
4/4/2011,26.83,27,25.23,25.83,2609300,25.83
4/5/2011,25.9,27,25.690001,26.700001,3180900,26.700001
4/6/2011,26.99,27.01,25.799999,26.49,1288300,26.49
4/7/2011,26.85,27.940001,26.450001,27.24,2810300,27.24
4/8/2011,27.58,27.6,26.360001,26.49,1946400,26.49
4/11/2011,26.469999,26.530001,25.02,25.27,1369400,25.27
4/12/2011,25.08,25.209999,24.299999,24.65,1357400,24.65
4/13/2011,25.129999,25.690001,24.809999,24.93,1211500,24.93
4/14/2011,24.870001,25.280001,24.200001,25.139999,983400,25.139999
4/15/2011,25.65,26.18,25.41,25.58,943500,25.58
4/18/2011,25.129999,25.620001,24.360001,25.030001,1033900,25.030001
4/19/2011,25.26,25.26,24.65,25.16,548700,25.16
4/20/2011,25.700001,26.09,25.299999,25.75,837200,25.75
4/21/2011,25.85,26.98,25.59,26.74,1386100,26.74
4/25/2011,26.700001,26.73,25.969999,26.389999,800900,26.389999
4/26/2011,26.66,27.25,26.309999,26.93,1400000,26.93
4/27/2011,26.93,27.360001,26.629999,27.08,996900,27.08
4/28/2011,27.07,27.690001,26.719999,27.66,1600000,27.66
4/29/2011,27.690001,27.870001,27.42,27.6,726000,27.6
5/2/2011,27.6,27.799999,27.059999,27.450001,784600,27.450001
5/3/2011,27.379999,27.389999,26.5,26.870001,913900,26.870001
5/4/2011,26.780001,27,25.75,26.690001,1044500,26.690001
5/5/2011,27.200001,27.440001,26.17,26.440001,1218500,26.440001
5/6/2011,26.9,27.700001,26.620001,27.120001,981700,27.120001
5/9/2011,27,28,26.85,27.91,916400,27.91
5/10/2011,28.24,28.950001,27.91,28.33,1535300,28.33
5/11/2011,28.200001,28.299999,26.92,27.07,962500,27.07
5/12/2011,27.07,27.74,26.65,27.67,628000,27.67
5/13/2011,28,28.190001,27.299999,27.549999,661500,27.549999
5/16/2011,27.99,27.99,26.549999,26.6,755700,26.6
5/17/2011,27,27,25.719999,25.959999,1234200,25.959999
5/18/2011,26.1,26.469999,25.52,26.35,729500,26.35
5/19/2011,27.030001,28.440001,26.6,28.200001,2655100,28.200001
5/20/2011,28.26,28.280001,27.35,27.969999,842500,27.969999
5/23/2011,27.620001,27.620001,26.620001,26.82,863600,26.82
5/24/2011,27.02,27.5,26.6,26.719999,613700,26.719999
5/25/2011,26.9,29.01,26.17,28.98,4693100,28.98
5/26/2011,28.82,29.76,28.1,29.48,3336900,29.48
5/27/2011,29.540001,29.67,28.82,29.549999,1687100,29.549999
5/31/2011,29.690001,30.280001,29.549999,30.139999,3290500,30.139999
6/1/2011,30,30.1,28.379999,28.52,1529900,28.52
6/2/2011,28.52,29.32,28.51,28.76,986300,28.76
6/3/2011,29.950001,31.5,29.5,30.129999,6209200,30.129999
6/6/2011,30.1,30.129999,28.26,28.700001,2331100,28.700001
6/7/2011,28.940001,29.389999,28.26,28.370001,1222100,28.370001
6/8/2011,28.440001,28.6,27.02,27.120001,1695900,27.120001
6/9/2011,27.43,28.1,27.1,27.620001,1603200,27.620001
6/10/2011,27.52,28.299999,27.35,27.860001,1566600,27.860001
6/13/2011,28.07,28.879999,27.879999,28.43,1713400,28.43
6/14/2011,28.540001,29.700001,28.52,28.6,1573400,28.6
6/15/2011,28.440001,28.450001,27.07,27.32,1345000,27.32
6/16/2011,27.67,28,25.74,26.5,1842200,26.5
6/17/2011,26.870001,27.700001,26.139999,26.5,1714000,26.5
6/20/2011,26.290001,26.459999,25.5,26.01,1537800,26.01
6/21/2011,26.24,27.73,26,27.530001,1496000,27.530001
6/22/2011,27.370001,28.25,27.1,27.209999,1475600,27.209999
6/23/2011,27.200001,27.719999,26.209999,27.709999,1170000,27.709999
6/24/2011,27.639999,27.969999,27.26,27.57,3608500,27.57
6/27/2011,27.73,28.280001,27.309999,27.459999,1809400,27.459999
6/28/2011,27.790001,28.25,27.67,28.110001,889200,28.110001
6/29/2011,28.5,29.09,28.07,28.290001,1461800,28.290001
6/30/2011,28.5,29.33,28.4,29.129999,946700,29.129999
7/1/2011,29.07,29.6,28.799999,29.02,854900,29.02
7/5/2011,29.02,29.52,28.709999,29.139999,996000,29.139999
7/6/2011,29.139999,29.139999,28.549999,28.959999,926900,28.959999
7/7/2011,29.139999,30,29.01,29.73,1327900,29.73
7/8/2011,29.889999,29.889999,28.59,28.809999,1240600,28.809999
7/11/2011,28.4,28.530001,28,28.35,975800,28.35
7/12/2011,28.370001,29.09,28,28.17,1045400,28.17
7/13/2011,28.43,29.030001,27.9,28.639999,1066000,28.639999
7/14/2011,28.530001,28.959999,27.25,27.610001,1159000,27.610001
7/15/2011,27.790001,27.83,27.4,27.58,709000,27.58
7/18/2011,27.34,27.450001,26.629999,27.23,851900,27.23
7/19/2011,27.58,28.110001,27.540001,27.889999,1026100,27.889999
7/20/2011,28,30.440001,27.799999,28.690001,3048300,28.690001
7/21/2011,28.91,29.16,28.1,28.700001,1011500,28.700001
7/22/2011,28.700001,29.540001,28.549999,29.290001,583500,29.290001
7/25/2011,29.01,29.25,28.440001,28.49,673300,28.49
7/26/2011,28.309999,28.77,27.969999,28,760600,28
7/27/2011,28.5,28.5,27.51,27.639999,958500,27.639999
7/28/2011,27.6,28.549999,27.540001,28.17,938700,28.17
7/29/2011,27.799999,28.4,27.5,28.17,948200,28.17
8/1/2011,28.67,28.98,28.209999,28.77,1164900,28.77
8/2/2011,28.690001,29.200001,27.27,27.34,1549400,27.34
8/3/2011,27.5,27.83,26.34,27.200001,1794500,27.200001
8/4/2011,26.51,26.889999,24.67,24.75,3064500,24.75
8/5/2011,24.99,25.379999,22.83,24.24,1964400,24.24
8/8/2011,23.1,24.440001,23.1,23.639999,2608500,23.639999
8/9/2011,24.15,25.450001,23.700001,25.059999,1333400,25.059999
8/10/2011,25.440001,25.440001,23.629999,23.82,1564200,23.82
8/11/2011,24.040001,25.75,24,25.299999,836500,25.299999
8/12/2011,25.6,27.139999,25.360001,26.309999,1009100,26.309999
8/15/2011,26.620001,26.75,25.93,26.23,738600,26.23
8/16/2011,26.129999,26.540001,25.83,26.1,537700,26.1
8/17/2011,26.389999,26.65,25.51,25.83,643700,25.83
8/18/2011,25,25.15,23.469999,24.26,1056600,24.26
8/19/2011,23.860001,24.219999,22,22.299999,1375300,22.299999
8/22/2011,23.110001,23.799999,21.68,21.950001,986100,21.950001
8/23/2011,21.93,23.110001,21.5,22.959999,869000,22.959999
8/24/2011,23.1,23.93,22.83,23.870001,684300,23.870001
8/25/2011,23.870001,23.870001,22.9,23.110001,679800,23.110001
8/26/2011,22.709999,23.950001,22.07,23.73,761800,23.73
8/29/2011,24.219999,24.85,24.02,24.709999,803400,24.709999
8/30/2011,24.5,24.77,24.09,24.629999,366200,24.629999
8/31/2011,24.799999,25.5,24.280001,24.74,823800,24.74
9/1/2011,24.66,24.870001,23.84,24,848100,24
9/2/2011,23.66,23.99,22.68,23.07,769900,23.07
9/6/2011,22.5,23.200001,22.290001,22.940001,809800,22.940001
9/7/2011,23.389999,24,23.280001,23.84,459200,23.84
9/8/2011,23.58,24.030001,23.280001,23.610001,505700,23.610001
9/9/2011,23.370001,23.57,22.549999,22.969999,669300,22.969999
9/12/2011,22.5,23.309999,22.450001,22.879999,566600,22.879999
9/13/2011,23.01,24.1,22.75,24.08,726500,24.08
9/14/2011,24.25,24.84,23.790001,24.34,830800,24.34
9/15/2011,24.58,24.93,24.33,24.82,562600,24.82
9/16/2011,24.780001,25.84,24.49,25.799999,1417100,25.799999
9/19/2011,24.950001,25.809999,23.82,25.77,1157400,25.77
9/20/2011,25.98,26.6,25.67,26.01,1180400,26.01
9/21/2011,25.950001,26.950001,25.700001,25.85,987600,25.85
9/22/2011,25.639999,26.110001,24.879999,25.629999,775800,25.629999
9/23/2011,25.49,26.620001,25.35,26.379999,1156400,26.379999
9/26/2011,26.52,26.52,24.9,25.52,934800,25.52
9/27/2011,26,26.99,25.57,26.190001,674500,26.190001
9/28/2011,26,26.5,24.51,24.59,723300,24.59
9/29/2011,25.719999,25.82,23.549999,24.120001,929600,24.120001
9/30/2011,24.799999,24.889999,23.49,24.389999,1336100,24.389999
10/3/2011,24.950001,25,23.25,23.73,1023200,23.73
10/4/2011,23.290001,24.32,22.93,23.66,1200300,23.66
10/5/2011,24.030001,25.84,23.35,25.370001,1229500,25.370001
10/6/2011,25.370001,27.6,25.02,26.959999,1769100,26.959999
10/7/2011,26.98,27.6,26.049999,26.99,1311600,26.99
10/10/2011,27.309999,28.18,27,27.879999,923500,27.879999
10/11/2011,27.51,27.77,27.09,27.610001,575700,27.610001
10/12/2011,27.25,28,27.200001,27.799999,1123400,27.799999
10/13/2011,27.629999,28.469999,27.440001,27.940001,1043500,27.940001
10/14/2011,28,28.549999,27.26,28.049999,1400500,28.049999
10/17/2011,27.860001,28,27.26,27.42,754500,27.42
10/18/2011,27.299999,28.43,26.709999,28.34,999700,28.34
10/19/2011,28.02,28.059999,27.299999,27.57,792900,27.57
10/20/2011,27.440001,27.469999,27,27.34,999700,27.34
10/21/2011,27.4,28.299999,27.01,28.030001,1142600,28.030001
10/24/2011,27.870001,28.889999,27.75,28.549999,940600,28.549999
10/25/2011,28.23,28.860001,27.799999,28.25,654400,28.25
10/26/2011,28.190001,28.370001,27.4,27.98,510500,27.98
10/27/2011,28.34,28.950001,28.110001,28.76,869400,28.76
10/28/2011,28.5,30,28.01,29.870001,1264000,29.870001
10/31/2011,29.5,29.51,28.75,29.370001,1134000,29.370001
11/1/2011,28.389999,28.92,28,28.879999,635200,28.879999
11/2/2011,29,29.26,28.25,28.709999,875300,28.709999
11/3/2011,30,32.490002,29.530001,32.459999,2509700,32.459999
11/4/2011,31.459999,32.400002,30.51,32.310001,3032900,32.310001
11/7/2011,31.639999,32,30.75,31.27,1266300,31.27
11/8/2011,31.370001,32,30.719999,31.84,1167900,31.84
11/9/2011,30.870001,31.49,30.299999,30.879999,953700,30.879999
11/10/2011,30.940001,31.5,30.65,31.33,747300,31.33
11/11/2011,31.9,34.5,30.57,33.639999,3868300,33.639999
11/14/2011,33,33.540001,32.619999,33.220001,1325700,33.220001
11/15/2011,32.919998,34.400002,32.73,33.93,891000,33.93
11/16/2011,33.48,35,33.400002,34.939999,1833200,34.939999
11/17/2011,34.5,34.900002,33.189999,33.68,1349300,33.68
11/18/2011,33.639999,34.110001,32.540001,32.599998,902800,32.599998
11/21/2011,32.439999,32.439999,31.049999,31.76,1031600,31.76
11/22/2011,31.76,32.790001,31.049999,32.07,732600,32.07
11/23/2011,31.76,32.049999,31.25,31.450001,451800,31.450001
11/25/2011,31.549999,32.41,31.08,31.66,239600,31.66
11/28/2011,32,33.279999,31.809999,32.560001,681200,32.560001
11/29/2011,32.490002,33.07,31.629999,31.75,591100,31.75
11/30/2011,32.5,32.93,32.220001,32.740002,760300,32.740002
12/1/2011,32.57,33.990002,31.98,32.599998,1030200,32.599998
12/2/2011,32.830002,33.689999,32.400002,33.299999,802800,33.299999
12/5/2011,33.529999,35,33.43,34.419998,1160100,34.419998
12/6/2011,34.200001,34.98,34.029999,34.869999,951800,34.869999
12/7/2011,34.630001,34.889999,33.799999,34.189999,674300,34.189999
12/8/2011,30.84,31.65,29.610001,30.889999,3305800,30.889999
12/9/2011,30.540001,31.120001,30.280001,31.040001,1239500,31.040001
12/12/2011,30.440001,30.620001,30.02,30.41,758700,30.41
12/13/2011,30.57,30.93,28.91,29.450001,994100,29.450001
12/14/2011,29.5,29.68,28,28.530001,1163900,28.530001
12/15/2011,28.67,29.17,28.120001,28.620001,700300,28.620001
12/16/2011,28.790001,28.93,27.98,28,1029700,28
12/19/2011,28.09,28.5,27.370001,27.75,987000,27.75
12/20/2011,28.049999,28.450001,27.719999,27.9,843300,27.9
12/21/2011,27.91,28.07,26.030001,27.57,1705500,27.57
12/22/2011,27.6,28.049999,27.299999,27.77,1009400,27.77
12/23/2011,28,28,27.52,27.9,591400,27.9
12/27/2011,27.66,28.77,27.639999,28.57,777500,28.57
12/28/2011,28.99,29.24,28.040001,28.51,575200,28.51
12/29/2011,28.59,29.34,28.549999,28.73,488200,28.73
12/30/2011,28.49,28.98,28.25,28.559999,339800,28.559999
1/3/2012,28.940001,29.5,27.65,28.08,928100,28.08
1/4/2012,28.209999,28.67,27.5,27.709999,630100,27.709999
1/5/2012,27.76,27.93,26.85,27.120001,1005500,27.120001
1/6/2012,27.200001,27.790001,26.41,26.91,986300,26.91
1/9/2012,27,27.49,26.120001,27.25,897000,27.25
1/10/2012,27.440001,27.76,27.25,27.620001,671800,27.620001
1/11/2012,27.620001,28.379999,27.299999,28.23,672300,28.23
1/12/2012,28.48,28.620001,27.809999,28.25,729300,28.25
1/13/2012,28.4,28.5,22.639999,22.790001,5500400,22.790001
1/17/2012,26.620001,27.34,26.41,26.6,4651600,26.6
1/18/2012,26.690001,26.879999,26.25,26.809999,1260200,26.809999
1/19/2012,27.190001,27.74,26.610001,26.76,1246300,26.76
1/20/2012,26.9,27,26.4,26.6,662300,26.6
1/23/2012,26.809999,27.209999,26.6,26.77,594600,26.77
1/24/2012,26.629999,27.68,26.440001,27.42,858000,27.42
1/25/2012,27.27,28.01,27.049999,27.969999,611200,27.969999
1/26/2012,28.07,29.58,28,28.940001,1271100,28.940001
1/27/2012,28.5,29.719999,28.5,29.33,748400,29.33
1/30/2012,29.49,29.610001,28.530001,29.57,729000,29.57
1/31/2012,29.9,30,28.870001,29.07,956400,29.07
2/1/2012,29.07,29.700001,29,29.58,523200,29.58
2/2/2012,29.719999,30.879999,29.610001,30.25,805700,30.25
2/3/2012,30.41,31.33,30.25,31.15,764500,31.15
2/6/2012,31.1,31.9,31.049999,31.799999,652100,31.799999
2/7/2012,31.799999,31.799999,30.82,31.6,1021600,31.6
2/8/2012,31.6,32.009998,31.290001,31.93,623700,31.93
2/9/2012,32,32.900002,31.43,32.580002,1277100,32.580002
2/10/2012,32.259998,32.27,29.84,31.1,1874200,31.1
2/13/2012,31.549999,32.060001,30.9,31.49,1157900,31.49
2/14/2012,31.74,33.790001,31.4,33.169998,1810800,33.169998
2/15/2012,33.099998,34.41,32.27,33.599998,2761800,33.599998
2/16/2012,33.5,34.509998,32.540001,34.18,2219700,34.18
2/17/2012,33.990002,34.970001,33.5,34.970001,1376700,34.970001
2/21/2012,34.869999,34.869999,33.810001,34.5,1135800,34.5
2/22/2012,34.5,34.720001,32.5,34.220001,1654600,34.220001
2/23/2012,33.990002,34.970001,33.560001,34.529999,820400,34.529999
2/24/2012,34.23,34.52,33.27,33.75,959900,33.75
2/27/2012,33.41,34,33,33.619999,606000,33.619999
2/28/2012,33.639999,34.439999,33.169998,33.810001,612200,33.810001
2/29/2012,33.810001,34.119999,33.139999,33.41,535700,33.41
3/1/2012,33.509998,34.5,33.310001,34.41,703500,34.41
3/2/2012,34.400002,34.5,33.709999,34.040001,550000,34.040001
3/5/2012,34.349998,34.400002,33.459999,33.77,467000,33.77
3/6/2012,33.25,33.279999,32.619999,33.110001,573800,33.110001
3/7/2012,33.119999,33.310001,32.91,33.119999,364900,33.119999
3/8/2012,33.110001,33.490002,33.040001,33.07,633300,33.07
3/9/2012,33.200001,35.310001,33.200001,34.740002,1553400,34.740002
